Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021003960,2021-07-06,30,Single carriageway,Rural,Raining no high winds,Dark,Wet or damp,4,Serious,Kirklees,53.68554689206468,-1.7776282393998153,Car
ACC2021003961,2022-08-19,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.480007394278026,-1.8727645996159403,Car
ACC2021003962,2022-08-23,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.49567685428222,-1.9275542803522776,Car
ACC2021003963,2021-04-03,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79264965707331,-1.5362751116454592,Car
ACC2021003964,2021-03-27,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.37288280708872,-1.8948632857322454,Car
ACC2021003965,2021-02-13,50,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.260837091712,-5.027689032167044,Bike
ACC2021003966,2021-05-17,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.76709850696089,-1.5457221035277553,Car
ACC2021003967,2022-02-25,60,Single carriageway,Urban,Fog or mist,Day,Wet or damp,1,Slight,Birmingham,52.42488674761676,-1.9065858466496979,Car
ACC2021003968,2021-03-15,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.409829666909566,-3.037480041113197,Car
ACC2021003969,2022-07-02,50,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.24423161037042,-5.0351067460143994,Car
ACC2021003970,2022-09-05,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Serious,Birmingham,52.50826791160849,-1.870245965725525,Bike
ACC2021003971,2022-05-27,70,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.440806962369905,-1.9252758055194064,Car
ACC2021003972,2021-06-05,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,2,Serious,Leeds,53.79732798442527,-1.5629552923482934,Car
ACC2021003973,2021-09-12,40,One way street,Urban,Fine no high winds,Dark,Dry,1,Slight,Cheshire East,53.22265723897233,-2.3395325887515273,Car
ACC2021003974,2021-06-20,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cornwall,50.31654918102651,-5.08499632632695,Car
ACC2021003975,2022-12-29,50,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.50946772019864,-1.8519648339204322,Car
ACC2021003976,2021-06-19,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.45912671301737,-1.8475852323069857,Car
ACC2021003977,2021-11-18,20,One way street,Rural,Raining + high winds,Dark,Frost or ice,1,Slight,Birmingham,52.539665597612654,-1.901241783612911,Car
ACC2021003978,2022-07-21,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.42205280405483,-3.0143019490342344,Bus
ACC2021003979,2022-04-01,60,Single carriageway,Rural,Fog or mist,Day,Dry,1,Slight,Manchester,53.52291743499246,-2.2972416410344474,Car
ACC2021003980,2022-08-26,30,Single carriageway,Urban,Raining + high winds,Day,Wet or damp,1,Slight,Birmingham,52.457190474025474,-1.864879320921393,Car
ACC2021003981,2022-09-05,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Serious,Birmingham,52.506652897634666,-1.8864241594260982,Bike
ACC2021003982,2021-06-04,40,Single carriageway,Urban,Raining no high winds,Dark,Dry,1,Slight,Birmingham,52.51424551756703,-1.9482943848961902,Car
ACC2021003983,2021-12-15,60,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.802068809292976,-1.5649799791402568,Car
ACC2021003984,2022-03-27,30,Single carriageway,Rural,Raining no high winds,Day,Dry,2,Slight,Liverpool,53.43103064204146,-3.003071284385558,Car
ACC2021003985,2022-10-15,60,Single carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Leeds,53.836728196091734,-1.520370835096837,Car
ACC2021003986,2021-06-22,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Manchester,53.475136153062756,-2.2597226343178214,Car
ACC2021003987,2021-01-10,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80563377596975,-1.5790921745432305,Car
ACC2021003988,2021-09-22,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.25394775708343,-5.016295887250039,Car
ACC2021003989,2022-03-14,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.623927948607985,-1.8157157464055307,Car
ACC2021003990,2021-09-04,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.45282628511713,-2.9794464149704667,Bus
ACC2021003991,2022-10-29,50,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Cornwall,50.27399068737032,-5.046366668950691,Car
ACC2021003992,2022-06-30,30,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.46171476802402,-1.8435021538262162,Bike
ACC2021003993,2022-05-14,30,Single carriageway,Urban,Raining no high winds,Day,Dry,2,Slight,Cheshire East,53.21991545861301,-2.379196226552293,Car
ACC2021003994,2021-05-09,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.24952854833787,-5.007253576896278,Car
ACC2021003995,2022-11-03,40,Single carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Leeds,53.79733786223505,-1.5094915488072227,Car
ACC2021003996,2022-08-24,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.26821818315515,-5.067924771109124,Car
ACC2021003997,2022-08-28,30,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.78004165617036,-1.5174263879508185,Car
ACC2021003998,2021-11-23,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Bradford,53.81460872854132,-1.7962857705106594,Car
ACC2021003999,2022-02-08,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.82241076701371,-1.5569477047582252,Car
ACC2021004000,2022-09-21,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25641345918941,-5.004339291571808,Car
ACC2021004001,2022-08-29,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.86101270817648,-1.5714885888232812,Car
ACC2021004002,2022-11-06,60,Single carriageway,Rural,Fog or mist,Day,Wet or damp,1,Slight,Bradford,53.73145219694597,-1.7544090051310384,Car
ACC2021004003,2022-09-03,30,Single carriageway,Urban,Raining + high winds,Dark,Wet or damp,1,Slight,Birmingham,52.517900806908344,-1.8975659793207333,Car
ACC2021004004,2022-09-17,30,Roundabout,Rural,Raining no high winds,Day,Dry,1,Slight,Bradford,53.777661174117014,-1.789746139804737,Van
ACC2021004005,2021-12-25,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.797725486177946,-1.802006548532518,Bus
ACC2021004006,2022-08-26,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Leeds,53.790842505843365,-1.559367567379964,Bike
ACC2021004007,2022-12-19,30,Single carriageway,Rural,Raining no high winds,Day,Wet or damp,1,Slight,Birmingham,52.50163534985658,-1.8649850633417215,Car
ACC2021004008,2021-01-17,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Liverpool,53.395247194637484,-3.027750123796857,Bus
ACC2021004009,2021-10-01,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.76198058013672,-1.5213369054344676,Bike
ACC2021004010,2022-11-16,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.84520212805289,-1.58581299467155,Van
ACC2021004011,2021-04-26,20,Single carriageway,Rural,Snowing no high winds,Day,Dry,1,Slight,Cornwall,50.319629937572834,-4.99471414810866,Bike
ACC2021004012,2022-11-24,20,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.77565125430795,-1.553802948293004,Car
ACC2021004013,2021-04-01,60,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Liverpool,53.430520256686954,-2.9928908574325317,Car
ACC2021004014,2021-03-23,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.784702682564564,-1.7264639124062906,Bike
ACC2021004015,2021-11-20,50,One way street,Urban,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.798069622227736,-1.5999237132700344,Bike
ACC2021004016,2021-04-24,30,Single carriageway,Urban,Snowing no high winds,Day,Wet or damp,1,Slight,County Durham,54.792866400994335,-1.5636184469531977,Car
ACC2021004017,2021-02-27,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,County Durham,54.7717022401114,-1.586709257566277,Car
ACC2021004018,2021-06-03,30,Single carriageway,Rural,Raining no high winds,Day,Wet or damp,1,Slight,Liverpool,53.37951053217962,-2.9992946121889834,Car
ACC2021004019,2022-02-08,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.21434674442558,-2.3007970596351903,Car
ACC2021004020,2022-09-20,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.840004533847136,-1.560621978165237,Car
ACC2021004021,2021-09-23,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.27157265412906,-5.07782675042183,Car
ACC2021004022,2021-11-11,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.484042992170984,-1.8696136458165191,Car
ACC2021004023,2022-12-16,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Manchester,53.47658662803211,-2.2525700719768786,Bus
ACC2021004024,2021-02-10,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.78491190770989,-1.7492323763758664,Car
ACC2021004025,2021-04-15,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.37854956825756,-1.4953603772608692,Car
ACC2021004026,2021-07-12,60,Single carriageway,Urban,Fine no high winds,Dark,Frost or ice,1,Slight,Cornwall,50.295443124396286,-5.0692535596179615,Car
ACC2021004027,2022-02-05,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.30079827013531,-5.087055204811612,Car
ACC2021004028,2021-10-05,60,Roundabout,Urban,Fine no high winds,Day,Wet or damp,4,Serious,Cornwall,50.32515873463738,-5.0125481007258355,Car
ACC2021004029,2021-12-20,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,County Durham,54.74241372269981,-1.5722704253332835,Car
ACC2021004030,2022-08-03,60,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Bradford,53.79813643711694,-1.7807148206430201,Car
ACC2021004031,2022-12-10,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.44760840407374,-2.965599432999811,Car
ACC2021004032,2021-09-13,60,Single carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.51488493064661,-1.863884071375001,Car
ACC2021004033,2022-10-13,40,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.468034419547855,-1.8793201486349826,Car
ACC2021004034,2022-10-23,30,Dual carriageway,Urban,Fine no high winds,Day,Snow,1,Slight,Birmingham,52.50234859087805,-1.9221118438994464,Car
ACC2021004035,2021-04-09,60,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Birmingham,52.47292067393264,-1.8782750419774272,Car
ACC2021004036,2022-08-11,40,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.44698967457539,-1.8841457132132104,Car
ACC2021004037,2021-10-09,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.48348311399196,-1.9343239017805969,Car
ACC2021004038,2022-02-07,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.28642269476988,-4.9965734190855695,Car
ACC2021004039,2021-04-19,30,Single carriageway,Urban,Raining no high winds,Day,Dry,2,Serious,Birmingham,52.47819056228901,-1.9056232728380935,Car
ACC2021004040,2022-12-01,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80587015845569,-1.5316954091742374,Car
ACC2021004041,2021-07-18,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.611787933626196,-1.7663813049275885,Car
ACC2021004042,2021-10-30,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.26523078333909,-5.101050114906132,Other
ACC2021004043,2021-11-23,70,Slip road,Urban,Fine no high winds,Day,Wet or damp,2,Slight,Manchester,53.46521846116255,-2.242734268801592,Van
ACC2021004044,2021-06-03,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.368650181376715,-1.4625791562946746,Car
ACC2021004045,2022-07-06,30,Single carriageway,Rural,Raining no high winds,Day,Dry,3,Serious,Cheshire East,53.229425629592015,-2.337076980105895,Car
ACC2021004046,2022-10-07,30,Dual carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Bradford,53.84122220375255,-1.8072249664873534,Bus
ACC2021004047,2022-02-09,60,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Serious,Liverpool,53.387216814977506,-2.9631395655282735,Bike
ACC2021004048,2022-04-07,70,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Leeds,53.819189878331954,-1.550267073899941,Car
ACC2021004049,2021-05-12,70,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.84677078204789,-1.573173325570521,Car
ACC2021004050,2021-03-25,40,Slip road,Rural,Raining no high winds,Day,Frost or ice,1,Slight,Manchester,53.503836559343554,-2.2853466937587643,Car
ACC2021004051,2022-02-03,30,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.79583119781761,-1.5381185969916493,Car
ACC2021004052,2022-09-20,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Fatal,Leeds,53.817186841632186,-1.5647083161281536,Car
ACC2021004053,2021-04-19,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Slight,Sheffield,53.34536607328142,-1.4159467224656317,Car
ACC2021004054,2021-08-09,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Leeds,53.800177524055606,-1.579195405605956,Bus
ACC2021004055,2022-07-07,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47037933293622,-1.8627610901683442,Car
ACC2021004056,2022-01-03,60,One way street,Urban,Fine no high winds,Day,Dry,2,Slight,County Durham,54.81228885681939,-1.5914982000619278,Car
ACC2021004057,2021-05-27,60,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Leeds,53.86047191935965,-1.5646826016651285,Car
ACC2021004058,2021-04-22,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.468370317178284,-1.9126908082111196,Car
ACC2021004059,2022-09-07,70,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.23808893400862,-5.042265167678853,Bus
ACC2021004060,2022-07-12,70,Slip road,Rural,Raining no high winds,Dark,Dry,1,Slight,Birmingham,52.47025450772989,-1.9187905557249552,Car
ACC2021004061,2022-05-09,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Liverpool,53.39503367270989,-2.963940435571105,Car
ACC2021004062,2022-05-20,30,One way street,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.74100191421845,-1.53108983750778,Car
ACC2021004063,2022-04-20,30,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Manchester,53.45237008601626,-2.200741426725444,Car
ACC2021004064,2021-09-28,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.434621000997055,-1.478335241361486,Car
ACC2021004065,2022-02-25,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.31475355356301,-5.073749813488725,Car
ACC2021004066,2022-12-08,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,County Durham,54.73730342861838,-1.6233305945503878,Bike
ACC2021004067,2022-01-02,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Kirklees,53.59984418365809,-1.784189673725824,Car
ACC2021004068,2021-10-07,30,Single carriageway,Urban,Raining no high winds,Dark,Dry,1,Slight,Leeds,53.76604281801828,-1.4737828467309304,Car
ACC2021004069,2021-10-10,30,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Leeds,53.785327991299255,-1.571970177163261,Car
ACC2021004070,2021-02-09,30,Roundabout,Rural,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.24660165367005,-5.037734454992744,Car
ACC2021004071,2021-07-08,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.27956388718354,-5.021052980799727,Car
ACC2021004072,2021-06-13,30,Slip road,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Bradford,53.80438752130043,-1.7190316318032879,Car
ACC2021004073,2022-06-20,30,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,3,Serious,Cornwall,50.2645445487072,-5.04399574391829,Car
ACC2021004074,2022-06-20,70,Single carriageway,Rural,Fine no high winds,Day,Snow,1,Slight,Liverpool,53.42082098095221,-2.9943815511787513,Car
ACC2021004075,2021-01-04,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.801620568498784,-1.5729901758049423,Car
ACC2021004076,2021-10-17,60,Dual carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.442929981684905,-1.853427605906872,Bus
ACC2021004077,2022-03-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Cheshire East,53.22362443730125,-2.341633525127852,Car
ACC2021004078,2022-04-16,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.390094409580186,-1.430841695278615,Car
ACC2021004079,2021-06-30,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Fatal,Birmingham,52.51046617984031,-1.8616518656931662,Car
ACC2021004080,2021-09-05,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.456542130350996,-1.9160826640947914,Car
ACC2021004081,2022-09-20,60,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Serious,Leeds,53.78469198344831,-1.534889027068299,Car
ACC2021004082,2021-10-06,30,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.503109693312595,-1.8879799608066103,Van
ACC2021004083,2022-08-04,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cheshire East,53.27075439328087,-2.3133397549641477,Car
ACC2021004084,2021-09-11,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Leeds,53.828447720347526,-1.6050964899983862,Car
ACC2021004085,2021-06-30,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.39783168652297,-1.4053838170171422,Car
ACC2021004086,2022-11-12,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.389543780092495,-1.4712669005541368,Car
ACC2021004087,2022-05-24,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.388395980746964,-1.4670694109148463,Car
ACC2021004088,2022-12-01,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Cornwall,50.23057857160127,-5.041006697376916,Car
ACC2021004089,2022-07-20,30,Single carriageway,Rural,Raining no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.36749092087361,-1.4747253301048746,Car
ACC2021004090,2021-11-22,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.24268242694381,-5.029835035187969,Car
ACC2021004091,2021-12-23,40,Single carriageway,Urban,Raining + high winds,Day,Wet or damp,1,Slight,Leeds,53.76018028869318,-1.5601018160970348,Car
ACC2021004092,2022-10-12,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Liverpool,53.441552964015365,-2.9602921142220637,Van
ACC2021004093,2022-11-11,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.25752514572297,-5.105300682994149,Car
ACC2021004094,2022-01-26,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.8407163357473,-1.7671685061236726,Car
ACC2021004095,2022-09-07,20,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cornwall,50.24843652418634,-5.045010466905007,Bike
ACC2021004096,2021-03-26,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.78285127762526,-1.5802293956662818,Bike
ACC2021004097,2021-11-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.26613204389077,-5.040991191043484,Car
ACC2021004098,2021-07-31,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.225868227985586,-5.069099801258849,Car
ACC2021004099,2022-05-30,30,One way street,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Leeds,53.823362343858285,-1.5093940521088236,Car
ACC2021004100,2022-01-19,50,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cheshire East,53.2582235424604,-2.335337863630099,Car
ACC2021004101,2022-11-22,30,Single carriageway,Rural,Raining + high winds,Day,Dry,1,Slight,Liverpool,53.43269198815574,-3.0128263443356027,Car
ACC2021004102,2021-12-08,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.249172316002706,-5.0815700399510195,Car
ACC2021004103,2021-02-07,40,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.37360571671592,-1.485294265565917,Bus
ACC2021004104,2022-05-26,60,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.29736458095975,-5.087831654642444,Van
ACC2021004105,2022-02-24,40,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.50607176091456,-1.8418126480087764,Bike
ACC2021004106,2021-06-18,30,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,2,Slight,Leeds,53.792597048588114,-1.5033515370673567,Car
ACC2021004107,2021-12-09,20,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.36474594463607,-2.9519246979917058,Bike
ACC2021004108,2021-11-02,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.741708830899185,-1.57125648528931,Car
ACC2021004109,2022-06-26,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,2,Slight,Birmingham,52.4480590173656,-1.8760527352489236,Car
ACC2021004110,2022-12-03,50,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.54684329794553,-1.9047440347834026,Car
ACC2021004111,2022-06-21,50,Single carriageway,Urban,Raining + high winds,Day,Wet or damp,1,Slight,Liverpool,53.36501841616158,-3.0029077775513833,Car
ACC2021004112,2021-04-22,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cheshire East,53.25618780229904,-2.304029976304559,Car
ACC2021004113,2022-02-15,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.88898392782215,-1.5484888140013167,Van
ACC2021004114,2021-07-25,70,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.842162101861966,-1.603356817697868,Bike
ACC2021004115,2021-07-04,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.85123191836937,-1.550060279078695,Car
ACC2021004116,2022-01-17,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.483630198499576,-1.938836550613551,Van
ACC2021004117,2022-05-11,30,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,County Durham,54.75749206966643,-1.5817314938217015,Car
ACC2021004118,2022-01-14,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.81597068809522,-1.552899623605921,Car
ACC2021004119,2021-02-16,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.4743507389716,-3.0487164338445507,Car
ACC2021004120,2022-07-05,30,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Serious,Cheshire East,53.24453552676798,-2.3938447360768076,Bike
ACC2021004121,2022-06-12,40,One way street,Urban,Raining no high winds,Day,Dry,2,Serious,Cheshire East,53.22701201288264,-2.303063667885664,Car
ACC2021004122,2022-05-19,20,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.40014112882289,-2.948908517181115,Car
ACC2021004123,2021-01-22,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.79761297303534,-1.5607513188166617,Car
ACC2021004124,2021-08-01,50,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Fatal,Cornwall,50.27372777860078,-5.070725079557223,Bike
ACC2021004125,2021-11-06,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47855037926223,-1.8233890060172389,Car
ACC2021004126,2022-10-23,60,Roundabout,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.478502350452224,-1.9227282907397307,Car
ACC2021004127,2021-09-29,30,Single carriageway,Urban,Raining + high winds,Day,Dry,2,Slight,Cornwall,50.309398433662786,-5.0203645674344575,Car
ACC2021004128,2022-07-25,60,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.79639573786333,-1.5791296497683502,Car
ACC2021004129,2021-07-21,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.45047340223678,-3.002547601662937,Bus
ACC2021004130,2021-02-01,70,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Serious,Bradford,53.81683743382461,-1.72942485212772,Car
ACC2021004131,2022-03-19,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48375726628209,-1.862365116826621,Car
ACC2021004132,2021-06-11,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25476917455056,-5.071209476116009,Car
ACC2021004133,2021-09-11,30,Single carriageway,Rural,Raining no high winds,Day,Wet or damp,1,Slight,Liverpool,53.3609669656164,-2.9618045840616776,Car
ACC2021004134,2022-06-05,30,Single carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Liverpool,53.39544672997446,-2.9878265707343936,Car
ACC2021004135,2022-10-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49399051212934,-1.884447964110568,Car
ACC2021004136,2022-04-25,40,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.4741516188863,-1.9041107056480588,Car
ACC2021004137,2021-01-10,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80329094088745,-1.6212162651257047,Car
ACC2021004138,2022-12-27,30,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.41751554539715,-1.8695258205524319,Car
ACC2021004139,2022-05-20,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.42784034454232,-1.4530285014196602,Bike
ACC2021004140,2022-07-14,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.311319921133226,-5.029885773958276,Bike
